"UNIDADE";"SETOR";"CÓDIGO DA FUNÇÃO";"FUNÇÃO";"NÍVEL";"QUANTIDADE";"SEM_NOME";"SEM_NOME"
"CR";"5VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"5VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"5VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"5VTSG";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"5VTSG";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"5VTSG";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"5VTSG";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"5VTSG";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"5VTSG";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"1"
"CR";"60VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"60VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"60VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"60VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"60VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"60VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"61VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"61VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"61VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"61VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"61VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"61VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"62VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"62VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"62VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"62VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"62VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"62VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"63VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"63VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"63VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"63VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"63VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"63VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"64VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"64VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"64VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"64VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"64VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"64VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"65VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"65VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"65VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"65VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"65VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"65VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"66VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"66VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"66VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"66VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"66VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"66VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"67VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"67VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"67VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"67VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"67VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"67VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"68VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"68VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"68VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"68VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"68VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"68VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"69VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"69VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"69VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"69VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"69VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"69VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"6VTDC";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"6VTDC";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"6VTDC";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"6VTDC";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"6VTDC";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"6VTDC";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"3"
"CR";"6VTNI";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"6VTNI";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"6VTNI";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"6VTNI";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"6VTNI";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"6VTNI";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"6VTNT";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"6VTNT";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"6VTNT";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"6VTNT";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"6VTNT";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"6VTNT";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"6VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"6VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"6VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"6VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"6VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"6VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"6VTSG";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"6VTSG";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"6VTSG";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"6VTSG";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"1"
"CR";"6VTSG";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"6VTSG";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"70VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"70VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"70VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"70VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"70VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"70VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"71VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"71VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"71VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"71VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"71VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"71VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"72VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"72VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"72VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"72VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"72VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"72VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"73VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"73VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"73VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"73VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"73VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"73VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"74VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"74VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"74VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"74VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"74VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"74VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"75VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"75VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"75VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"75VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"75VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"75VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"76VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"76VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"76VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"76VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"76VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"76VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"77VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"77VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"77VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"77VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"77VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"77VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"78VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"78VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"78VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"78VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"78VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"78VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"79VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"79VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"79VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"79VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"79VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"79VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"7VTDC";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"7VTDC";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"3"
"CR";"7VTDC";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"7VTDC";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"7VTDC";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"7VTDC";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"7VTNI";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"7VTNI";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"7VTNI";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"7VTNI";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"7VTNI";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"7VTNI";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"1"
"CR";"7VTNT";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"7VTNT";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"7VTNT";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"7VTNT";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"7VTNT";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"7VTNT";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"7VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"7VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"7VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"7VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"7VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"7VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"80VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"80VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"80VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"80VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"80VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"80VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"81VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"81VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"81VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"81VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"81VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"81VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"82VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"82VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"82VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"82VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"82VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"82VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"8VTNT";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"8VTNT";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"8VTNT";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"8VTNT";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"8VTNT";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"8VTNT";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"8VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"8VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"8VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"8VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"8VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"8VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"9VTRJ";"JUDICIARIA";"1";"801407";"DIRETOR DE SECRETARIA DE VT (JCJ)";"CJ-3";"1"
"CR";"9VTRJ";"JUDICIARIA";"1";"801458";"ASSISTENTE (VT)";"FC-02";"2"
"CR";"9VTRJ";"JUDICIARIA";"1";"800214";"ASSISTENTE DE DIRETOR DE SECRETARIA  (VT)";"FC-05";"1"
"CR";"9VTRJ";"JUDICIARIA";"1";"802365";"SECRETARIO DE AUDIENCIAS";"FC-04";"2"
"CR";"9VTRJ";"JUDICIARIA";"1";"800223";"ASSISTENTE SECRETARIO DE JUIZ  (VT)";"FC-05";"2"
"CR";"9VTRJ";"JUDICIARIA";"1";"800232";"SECRETARIO CALCULISTA DE VT";"FC-04";"2"
"CR";"SCR";"ADMINISTRATIVA";"2";"801406";"DIRETOR DE SECRETARIA";"CJ-3";"1"
"DG";"ACF";"ADMINISTRATIVA";"2";"801307";"ASSESSOR DE CONFORMIDADE";"CJ-1";"1"
"DG";"ACF";"ADMINISTRATIVA";"2";"800655";"ASSISTENTE SECRETARIO";"FC-05";"2"
